DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID
2011/01/08 00:09:13.95,37.28567,-121.65950,5.449,1.17,Md,24,81,3,0.05,NCSN,71506870
2011/01/08 00:10:16.74,37.28717,-121.65816,9.593,4.10,Mw,223,55,6,0.18,NCSN,71506865
2011/01/08 00:13:12.45,37.28417,-121.66033,6.247,2.53,Md,102,62,3,0.07,NCSN,71506875
2011/01/08 00:14:25.88,38.78633,-122.73683,0.776,1.09,Md,55,38,0,0.09,NCSN,71506880
2011/01/08 00:16:33.82,37.28483,-121.65833,6.606,0.84,Md,14,91,3,0.04,NCSN,71506885
2011/01/08 00:21:04.18,37.28867,-121.66450,6.027,2.04,Md,89,61,3,0.06,NCSN,71506890
2011/01/08 00:27:06.34,37.28483,-121.65800,6.349,0.89,Md,12,179,3,0.02,NCSN,71506895
2011/01/08 00:29:46.78,37.29117,-121.66617,5.729,1.12,Md,31,77,4,0.03,NCSN,71506900
2011/01/08 01:14:07.33,38.80467,-122.81583,4.520,0.27,Md,14,115,1,0.05,NCSN,71506905
2011/01/08 01:20:59.12,37.28383,-121.66183,6.043,2.09,Md,79,62,3,0.05,NCSN,71506910
2011/01/08 01:37:14.85,36.45933,-121.04134,4.929,0.63,Md,12,115,4,0.05,NCSN,71506915
2011/01/08 01:40:19.47,36.03233,-120.61517,-0.998,1.25,Md,47,88,4,0.14,NCSN,71506920
2011/01/08 02:16:52.12,37.24700,-121.63017,4.833,1.22,Md,33,80,4,0.06,NCSN,71506925
2011/01/08 02:21:10.77,38.80800,-122.82716,2.733,0.88,Md,6,161,0,0.05,NCSN,71506930
2011/01/08 02:47:54.54,38.74866,-122.69100,1.322,0.36,Md,21,205,0,0.06,NCSN,71506940
2011/01/08 03:14:00.45,37.10017,-121.48967,2.915,1.31,Md,37,96,3,0.06,NCSN,71506945
2011/01/08 03:25:06.18,38.81017,-122.81950,2.330,1.37,Md,60,46,1,0.07,NCSN,71506950
2011/01/08 03:33:09.02,40.29283,-124.37366,19.510,2.00,Md,18,254,8,0.19,NCSN,71506955
2011/01/08 03:59:47.27,36.00967,-121.03217,10.631,1.23,Md,31,67,13,0.07,NCSN,71506960
2011/01/08 04:28:23.22,35.98283,-120.55566,2.203,0.31,Md,15,94,1,0.06,NCSN,71506965
2011/01/08 05:13:11.61,37.42484,-118.61750,7.670,0.73,Md,11,122,9,0.05,NCSN,71506970
2011/01/08 05:18:39.22,38.82133,-122.80300,2.329,0.51,Md,8,85,1,0.02,NCSN,71506975
2011/01/08 05:47:47.13,35.76550,-119.77000,11.016,1.78,Md,46,232,20,0.24,NCSN,71506980
2011/01/08 06:02:38.93,38.82433,-122.78883,0.798,0.89,Md,7,223,1,0.06,NCSN,71506985
2011/01/08 06:15:37.28,38.82217,-122.77866,-0.193,0.45,Md,6,131,1,0.01,NCSN,71506990
2011/01/08 06:22:05.43,37.29850,-121.67316,5.907,1.46,Md,42,61,4,0.04,NCSN,71506995
2011/01/08 06:38:37.50,37.54233,-118.74583,2.876,0.47,Md,13,118,6,0.03,NCSN,71507000
2011/01/08 06:50:16.48,40.30383,-121.16033,1.728,1.07,Md,8,296,25,0.03,NCSN,71508200
2011/01/08 06:59:14.15,36.47900,-121.05617,7.397,2.41,Md,57,80,4,0.08,NCSN,71507005
2011/01/08 07:06:47.44,38.84184,-122.79034,-0.832,0.43,Md,5,163,3,0.01,NCSN,71507010
2011/01/08 07:15:04.07,38.83783,-122.82816,1.099,0.68,Md,9,126,2,0.05,NCSN,71507015
2011/01/08 07:18:25.66,38.81200,-122.80600,1.202,0.88,Md,14,81,1,0.16,NCSN,71507020
2011/01/08 07:31:32.16,38.83567,-122.80550,0.214,0.38,Md,8,68,1,0.03,NCSN,71507025
2011/01/08 08:36:38.47,37.64800,-119.02800,0.314,0.40,Md,15,100,1,0.07,NCSN,71507030
2011/01/08 08:42:38.58,40.30416,-121.16116,1.898,1.18,Md,9,296,25,0.02,NCSN,71508245
2011/01/08 09:04:50.46,35.71100,-121.05217,6.457,0.87,Md,12,108,9,0.07,NCSN,71507035
2011/01/08 10:00:43.60,38.75350,-122.70216,1.342,1.11,Md,36,64,1,0.08,NCSN,71507040
2011/01/08 10:31:42.90,36.05333,-117.85583,-0.996,2.56,Md,22,238,96,0.16,NCSN,71507050
2011/01/08 11:19:51.42,38.83550,-122.83017,0.677,0.43,Md,6,145,2,0.01,NCSN,71507055
2011/01/08 11:20:20.86,41.00750,-121.33317,12.678,1.52,Md,10,266,19,0.13,NCSN,71508215
2011/01/08 11:29:41.66,36.00550,-119.97483,5.612,1.71,Md,50,194,16,0.23,NCSN,71507060
2011/01/08 11:32:33.60,37.94300,-121.35883,11.867,1.77,Md,20,67,28,0.20,NCSN,71507065
2011/01/08 11:56:37.96,40.30133,-121.16417,1.708,1.15,Md,9,293,24,0.09,NCSN,71507070
2011/01/08 12:00:34.18,38.83800,-122.78400,1.540,1.18,Md,57,82,1,0.07,NCSN,71507075
2011/01/08 12:22:40.63,38.80350,-122.82034,3.140,0.89,Md,12,126,1,0.06,NCSN,71507080
2011/01/08 12:45:37.59,38.81200,-122.78584,1.510,0.88,Md,14,48,0,0.04,NCSN,71507085
2011/01/08 12:50:21.01,37.54933,-118.79900,6.343,1.21,Md,26,87,5,0.03,NCSN,71507090
2011/01/08 13:24:23.17,38.83867,-122.80350,1.323,0.43,Md,9,74,1,0.03,NCSN,71507095
2011/01/08 13:24:55.95,38.83850,-122.80717,0.205,0.43,Md,5,141,1,0.01,NCSN,71507100
2011/01/08 13:35:58.29,38.79300,-122.80650,2.588,0.66,Md,9,175,1,0.02,NCSN,71507105
2011/01/08 13:36:27.13,40.29283,-121.15366,4.859,1.25,Md,11,193,26,0.10,NCSN,71507110
2011/01/08 13:42:34.52,38.79333,-122.70167,3.724,0.39,Md,10,128,3,0.09,NCSN,71507115
2011/01/08 13:57:12.20,38.84283,-122.82383,1.538,0.45,Md,5,110,1,0.01,NCSN,71507120
2011/01/08 14:23:25.57,37.29500,-121.66766,5.789,0.97,Md,24,75,4,0.04,NCSN,71507125
2011/01/08 15:17:51.60,38.83800,-122.82950,2.668,0.70,Md,11,79,2,0.05,NCSN,71507130
2011/01/08 15:59:50.86,37.40500,-121.77467,1.601,2.04,Md,85,39,3,0.07,NCSN,71507135
2011/01/08 16:11:11.22,37.76650,-122.56033,12.072,1.83,Md,61,95,8,0.09,NCSN,71507140
2011/01/08 17:01:51.81,38.82867,-122.84534,4.631,0.08,Md,5,314,1,0.09,NCSN,71507145
2011/01/08 17:19:21.20,38.78900,-122.73600,1.316,2.23,Md,65,36,1,0.08,NCSN,71507150
2011/01/08 17:46:59.42,38.79000,-122.80400,2.953,0.51,Md,14,128,0,0.05,NCSN,71507160
2011/01/08 17:47:37.30,37.85883,-122.24617,12.424,1.77,Md,74,25,1,0.13,NCSN,71507155
2011/01/08 18:36:57.30,38.79217,-122.78183,0.594,0.55,Md,9,108,1,0.02,NCSN,71507170
2011/01/08 18:45:14.71,38.28950,-122.10800,9.400,1.28,Md,11,286,9,0.08,NCSN,71507180
2011/01/08 19:04:33.93,38.79117,-122.76500,-0.433,0.52,Md,6,169,2,0.01,NCSN,71507185
2011/01/08 19:06:06.84,38.75650,-122.74184,0.468,0.88,Md,37,71,0,0.09,NCSN,71507190
2011/01/08 19:11:44.28,38.80083,-122.81866,2.613,0.96,Md,39,87,1,0.05,NCSN,71507195
2011/01/08 19:50:05.02,38.79783,-122.80434,1.316,0.75,Md,12,144,1,0.05,NCSN,71507205
2011/01/08 20:06:40.92,38.84500,-122.82484,0.510,0.73,Md,6,141,1,0.03,NCSN,71507210
2011/01/08 20:29:58.28,38.82117,-122.82584,0.401,2.38,Md,58,30,1,0.07,NCSN,71507215
2011/01/08 20:32:10.03,38.82550,-122.83050,-0.751,0.97,Md,12,104,2,0.12,NCSN,71507220
2011/01/08 20:39:19.86,38.81816,-122.81250,2.559,1.03,Md,42,69,1,0.08,NCSN,71507225
2011/01/08 20:40:44.74,38.81883,-122.82950,0.321,0.60,Md,24,55,1,0.05,NCSN,71507230
2011/01/08 20:47:11.23,38.82084,-122.82867,0.791,0.63,Md,23,54,1,0.04,NCSN,71507235
2011/01/08 21:19:06.74,38.81900,-122.80300,1.389,0.76,Md,15,65,1,0.06,NCSN,71507240
2011/01/08 21:31:10.54,40.38000,-124.38983,15.879,2.35,Md,16,251,11,0.14,NCSN,71507245
2011/01/08 21:52:38.43,37.59033,-118.85000,6.965,1.88,Md,40,82,2,0.03,NCSN,71507250
2011/01/08 21:54:28.03,38.79050,-122.77467,-0.630,0.70,Md,37,75,1,0.08,NCSN,71507255
2011/01/08 22:30:02.84,39.55483,-122.73317,-1.126,1.78,Md,16,93,11,0.08,NCSN,71507260
2011/01/08 22:30:50.05,38.81800,-122.79600,2.550,0.70,Md,27,60,1,0.06,NCSN,71507265
2011/01/08 22:34:46.61,36.60417,-121.05783,6.969,1.22,Md,18,99,3,0.11,NCSN,71507270
2011/01/09 00:38:36.84,35.69450,-121.00383,6.612,1.11,Md,22,97,3,0.18,NCSN,71507275
2011/01/09 00:46:41.04,38.81083,-122.78933,2.796,1.76,Md,67,35,1,0.07,NCSN,71507280
2011/01/09 00:53:36.00,38.77950,-122.72450,2.259,0.88,Md,10,88,1,0.05,NCSN,71507285
2011/01/09 00:53:44.25,40.41233,-122.15517,-0.732,1.33,Md,12,170,31,0.10,NCSN,71508250
2011/01/09 00:56:04.72,38.79500,-122.80717,2.801,0.73,Md,6,224,2,0.01,NCSN,71507290
2011/01/09 00:58:34.64,35.48700,-120.79117,1.324,1.46,Md,32,55,9,0.15,NCSN,71507295
2011/01/09 01:04:37.93,38.77967,-122.72500,1.169,1.19,Md,54,45,1,0.08,NCSN,71507300
